id	entry_id	annotationtype_id	start	end	value	string
1722708	5249	4	0	6	headorthographic	# m uu . r á #
1722709	5249	4	0	9	headorthographic	# m uu . r á h #
1722710	5249	4	11	17	headorthographic	# m uu . r é #
1722711	5249	1	0	18	bold	muurá(h)/[muuré]
1722712	5249	1	19	23	italic	adv.
1722713	5249	1	78	107	italic	Muurá tsá dibye pééityú.
1722715	5249	1	166	198	italic	Muurévá tsá dibye pééityú.
1722716	5249	2	36	36	newline	""
1722717	5249	2	37	37	tab	""
1722718	5249	2	73	73	hyphen	""
1722719	5249	2	73	73	newline	""
1722720	5249	2	73	73	tab	""
1722721	5249	2	113	113	newline	""
1722722	5249	2	114	114	tab	""
1722723	5249	2	156	156	newline	""
1722724	5249	2	157	157	tab	""
1722725	5249	2	201	201	hyphen	""
1722726	5249	2	201	201	newline	""
1722727	5249	2	201	201	tab	""
1722728	5259	3	0	6	head	muúte
1722729	5259	3	8	14	head	muutá
1722730	5259	3	16	36	pos	pron.interr.m./f.pl.
1722731	5259	3	36	45	translation	 quiénes
1722732	5259	3	90	108	example-src	Muutá tsááhií?
1722733	5259	3	109	126	example-tgt	¿Quiénes vienen?
1722734	5259	3	127	150	example-src	¿Muutáha?/¿Muutáhaja?
1722735	5259	3	151	169	example-tgt	¿Quiénes quizás?
1722736	5259	4	0	6	headorthographic	# m u . ú . t e #
1722737	5259	4	8	14	headorthographic	# m uu . t á #
1722738	5259	1	0	15	bold	muúte/[muutá]
1722739	5259	1	16	36	italic	pron.interr.m./f.pl.
1722740	5259	1	58	64	italic	muutá
1722741	5259	1	89	108	italic	¿Muutá tsááhií?
1722742	5259	1	127	157	italic	¿Muutáha?/¿Muutáhaja? ¿Quié
1722743	5259	2	36	36	newline	""
1722744	5259	2	37	37	tab	""
1722745	5259	2	80	80	newline	""
1722746	5259	2	81	81	tab	""
1722747	5259	2	122	122	hyphen	""
1722748	5259	2	122	122	newline	""
1722749	5259	2	122	122	tab	""
1722750	5259	2	157	157	hyphen	""
1722751	5259	2	157	157	newline	""
1722752	5259	2	157	157	tab	""
1722753	5484	3	0	18	head	neríívyewááhyo
1722754	5484	3	19	21	pos	s.
1722755	5484	3	21	30	translation	escalera
1722756	5484	3	49	64	crossreference	niityéwááhyo
1722757	5484	3	66	78	head	néétsaméi
1722758	5484	3	78	83	pos	 abs.
1722759	5484	3	84	97	translation	acción de...
1722760	5484	4	0	18	headorthographic	# n e . r íí . vy e . w áá h . y o #
1722761	5484	1	0	18	bold	neríívyewááhyo
1722762	5484	1	19	21	italic	s.
1722763	5484	1	49	64	bold	niityéwááhyo
1722764	5484	1	66	78	bold	néétsaméi
1722765	5484	1	79	83	italic	abs.
1722766	5484	2	39	39	newline	""
1722767	5484	2	40	40	tab	""
1722768	5484	2	65	65	newline	""
1722769	5484	2	66	66	tab	""
1722770	6509	3	0	9	head	pejcátsi
1722771	6509	3	9	14	pos	abs.
1722772	6509	3	15	132	translation	baile en el que las parejas dan saltos con los brazos entrelazados y que se baila en las fiestas báhjaá y llaaríwa
1722773	6509	4	0	9	headorthographic	# p e j . c á . ts i #
1722774	6509	1	0	9	bold	pejcátsi
1722775	6509	1	9	14	italic	abs.
1722776	6509	1	112	120	italic	báhjaá
1722777	6509	1	123	133	italic	llaaríwa.
1722778	6509	2	42	42	newline	""
1722779	6509	2	43	43	tab	""
1722780	6509	2	81	81	newline	""
1722781	6509	2	82	82	tab	""
1722782	6509	2	122	122	newline	""
1722783	6509	2	123	123	tab	""
1722807	6776	3	1	11	head	pɨcábaanu
1722808	6776	3	13	16	pos	vt.
1722809	6776	3	17	101	translation	dar la bebida pí̵í̵caba a los invitados a la fiesta a cambio de lo que han traído
1722810	6776	3	103	131	example-src	Ó pɨcábaanú níívúwake.
1722811	6776	3	132	175	example-tgt	Estoy dando pí̵í̵caba a cambio de venado.
1722812	6776	4	1	11	headorthographic	# p ɨ . c á . b aa . n u #
1722813	6776	1	0	12	bold	[pɨcábaanu]
1722814	6776	1	13	16	italic	vt.
1722815	6776	1	31	42	italic	pí̵í̵caba
1722816	6776	1	103	111	italic	Ó pɨcá
1722817	6776	1	111	131	italic	baanú níívúwake.
1722818	6776	1	144	156	italic	pí̵í̵caba
1722819	6776	2	0	0	tab	""
1722820	6776	2	0	0	tab	""
1722821	6776	2	30	30	newline	""
1722822	6776	2	31	31	tab	""
1722823	6776	2	72	72	newline	""
1722824	6776	2	73	73	tab	""
1722825	6776	2	111	111	hyphen	""
1722826	6776	2	111	111	newline	""
1722827	6776	2	111	111	tab	""
1722828	6776	2	143	143	newline	""
1722829	6776	2	144	144	tab	""
1722830	6898	3	0	4	head	pooo
1722831	6898	3	5	10	pos	onom.
1722832	6898	3	10	43	translation	sonido de un disparo de escopeta
1722833	6898	4	0	4	headorth	# p ooo #
1722834	6898	1	0	4	bold	pooo
1722835	6898	1	5	10	italic	onom.
1722836	6898	1	54	58	bold	tooo
1722837	6898	2	37	37	hyphen	""
1722838	6898	2	37	37	newline	""
1722839	6898	2	37	37	tab	""
1722840	6993	3	0	4	head	rɨɨɨ
1722841	6993	3	5	10	pos	onom.
1722842	6993	3	10	36	translation	sonido débil de un motor
1722843	6993	4	0	4	headorth	# r ɨɨɨ #
1722844	6993	1	0	4	bold	rɨɨɨ
1722845	6993	1	5	10	italic	onom.
1722846	6997	3	0	4	head	rooo
1722847	6997	3	5	10	pos	onom.
1722848	6997	3	13	46	translation	sonido del vuelo de la chicharra
1722849	6997	3	50	80	translation	sonido como de motor o avión
1722850	6997	4	0	4	headorth	# r ooo #
1722851	6997	1	0	4	bold	rooo
1722852	6997	1	5	10	italic	onom.
1722853	6997	2	36	36	newline	""
1722854	6997	2	37	37	tab	""
1722855	6997	2	73	73	newline	""
1722856	6997	2	74	74	tab	""
1722867	7087	3	0	11	head	tabítábi
1722868	7087	3	12	17	pos	onom.
1722869	7087	3	17	69	translation	expresa la acción de pisotear la tierra de cólera
1722870	7087	1	0	11	bold	tabítábi
1722871	7087	1	12	17	italic	onom.
1722872	7087	2	42	42	hyphen	""
1722873	7087	2	42	42	newline	""
1722874	7087	2	42	42	tab	""
1722919	7733	3	1	15	head	tuhnúmúva̱te
1722920	7733	3	17	20	pos	vi.
1722921	7733	3	20	31	translation	agusanarse
1722922	7733	3	33	63	translation	ponerse agusanado con tuhnúmu
1722923	7733	3	65	93	example-src	Páállaho tuhnúmúvatéhi.
1722924	7733	3	93	130	example-tgt	 La masa de almidón se ha agusanada.
1722925	7733	4	1	15	headorthographic	# t u h . n ú . m ú . v a̱ . t e #
1722926	7733	1	0	16	bold	[tuhnúmúva̱te]
1722927	7733	1	17	20	italic	vi.
1722928	7733	1	55	70	italic	tuhnúmu. Páá
1722929	7733	1	70	93	italic	llaho tuhnúmúvatéhi.
1722930	7733	2	0	0	tab	""
1722931	7733	2	0	0	tab	""
1722932	7733	2	35	35	hyphen	""
1722933	7733	2	35	35	newline	""
1722934	7733	2	35	35	tab	""
1722935	7733	2	70	70	hyphen	""
1722936	7733	2	70	70	newline	""
1722937	7733	2	70	70	tab	""
1722938	7733	2	107	107	hyphen	""
1722939	7733	2	107	107	newline	""
1722940	7733	2	107	107	tab	""
1722941	41	3	1	10	head	áába̱nu
1722942	41	3	12	15	pos	vi.
1722943	41	3	18	31	translation	descolorarse
1722944	41	3	33	41	translation	opacarse
1722945	41	3	43	91	example-src	Táwajyámú oonóvá tsúúca áábanújucóó.
1722946	41	3	91	135	example-tgt	 El tinte de mi ropa se está descolorando. 
1722947	41	3	137	149	translation	oscurecerse
1722948	41	3	151	166	translation	volverse oscuro
1722949	41	3	168	177	translation	ocultarse
1722950	41	3	179	203	example-src	Cuuve nuhba áábanúhi.
1722951	41	3	203	234	example-tgt	 En la tarde el sol se oculta. 
1722952	41	3	237	242	pos	fig.
1722953	41	3	244	258	translation	volverse viejo
1722954	41	3	260	290	translation	perder su juventud o hermosura
1722955	41	3	292	323	example-src	Tsúúca ó áábanú tájpií.
1722956	41	3	323	375	example-tgt	 Ya estoy perdiendo mi hermosura. (sinón. teevénu)
1722957	41	4	1	10	headorthographic	# áá b a̱ n u #
1722958	41	1	0	11	bold	[áába̱nu]
1722959	41	1	12	15	italic	vi.
1722960	41	1	43	78	italic	Táwajyámú oonóvá tsúúca áá
1722961	41	1	78	91	italic	banújucóó.
1722962	41	1	179	195	italic	Cuuve nuhba áá
1722963	41	1	195	203	italic	banúhi.
1722964	41	1	292	313	italic	Tsúúca ó áábanú
1722965	41	1	314	323	italic	tájpií.
1722966	41	1	366	374	bold	teevénu
1722967	41	2	0	0	tab	""
1722968	41	2	0	0	tab	""
1722969	41	2	36	36	hyphen	""
1722970	41	2	36	36	newline	""
1722971	41	2	36	36	tab	""
1722972	41	2	78	78	hyphen	""
1722973	41	2	78	78	newline	""
1722974	41	2	78	78	tab	""
1722975	41	2	120	120	newline	""
1722976	41	2	121	121	tab	""
1722977	41	2	157	157	hyphen	""
1722978	41	2	157	157	newline	""
1722979	41	2	157	157	tab	""
1722980	41	2	195	195	hyphen	""
1722981	41	2	195	195	newline	""
1722982	41	2	195	195	tab	""
1722983	41	2	233	233	newline	""
1722984	41	2	234	234	tab	""
1722985	41	2	272	272	hyphen	""
1722986	41	2	272	272	newline	""
1722987	41	2	272	272	tab	""
1722988	41	2	313	313	newline	""
1722989	41	2	314	314	tab	""
1722990	41	2	351	351	hyphen	""
1722991	41	2	351	351	newline	""
1722992	41	2	351	351	tab	""
1723013	7925	3	0	8	head	tsáhaá
1723014	7925	3	9	15	head	tsáha
1723015	7925	3	17	21	head	tsá
1723016	7925	3	17	24	head	tsáh
1723017	7925	3	26	30	pos	adv.
1723018	7925	3	31	33	translation	no
1723019	7925	3	159	177	example-src	Tsá o pééityú.
1723020	7925	3	177	186	example-tgt	 No iré.
1723021	7925	4	0	8	headorthographic	# ts á . h a . á #
1723022	7925	4	9	15	headorthographic	# ts á . h a #
1723023	7925	4	17	21	headorthographic	# ts á #
1723024	7925	4	17	24	headorthographic	# ts á h #
1723025	7925	1	0	25	bold	tsáhaá/tsáha/[tsá(h)]
1723026	7925	1	26	30	italic	adv.
1723027	7925	1	47	55	italic	tsáhaá
1723028	7925	1	58	64	italic	tsáha
1723029	7925	1	94	98	italic	tsá
1723030	7925	1	159	177	italic	Tsá o pééityú.
1723031	7925	2	41	41	hyphen	""
1723032	7925	2	41	41	newline	""
1723033	7925	2	41	41	tab	""
1723034	7925	2	89	89	hyphen	""
1723035	7925	2	89	89	newline	""
1723036	7925	2	89	89	tab	""
1723037	7925	2	136	136	hyphen	""
1723038	7925	2	136	136	newline	""
1723039	7925	2	136	136	tab	""
1723040	7925	2	180	180	newline	""
1723041	7925	2	181	181	tab	""
1723070	8551	3	0	3	head	új
1723071	8551	3	4	11	head	úúúj
1723072	8551	3	12	19	pos	interj.
1723073	8551	3	19	24	translation	oh
1723074	8551	4	0	3	headorthographic	# ú j #
1723075	8551	4	4	11	headorth	# úúú j #
1723076	8551	1	0	11	bold	új/úúúj
1723077	8551	1	12	19	italic	interj.
1723089	8886	3	0	7	head	vííí
1723090	8886	3	8	13	pos	onom.
1723091	8886	3	13	40	translation	sonido agudo de un silbido
1723092	8886	3	42	80	example-src	Ócájí hajchi ihjyúcunú vííí.
1723093	8886	3	80	114	example-tgt	 La cría de una sachavaca silbó.
1723094	8886	4	0	7	headorth	# v ííí #
1723095	8886	1	0	7	bold	vííí
1723096	8886	1	8	13	italic	onom.
1723097	8886	1	42	80	italic	Ócájí hajchi ihjyúcunú ‘vííí’.
1723098	8886	2	41	41	newline	""
1723099	8886	2	42	42	tab	""
1723100	8886	2	89	89	newline	""
1723101	8886	2	90	90	tab	""
1723102	9038	3	1	13	head	wábúniáco
1723103	9038	3	15	27	head	wábúnijcyo
1723104	9038	3	29	32	pos	vt.
1723105	9038	3	35	42	translation	abatir
1723106	9038	3	44	86	translation	derribar una cosa que está encima de otra
1723107	9038	3	88	137	example-src	Úméneba ó wábúniácó téhajcú ní̵jcáutu.
1723108	9038	3	137	185	example-tgt	 Empujé un tronco que estaba sobre la quiruma. 
1723109	9038	3	188	255	translation	(fig. Solamente con wábuníjcyo.) impedir el uso de malas palabras
1723110	9038	3	257	290	translation	oponerse al uso de malas palabras
1723111	9038	3	292	333	translation	no permitir que otro hable malas palabras
1723112	9038	3	335	389	example-src	Táñaalle néhní íhjyúváiyóné ó wábúnijcyó.
1723113	9038	3	389	440	example-tgt	 No le permití a mi hermana hablar malas palabras.
1723114	9038	4	1	13	headorthographic	# w á . b ú . n i . á . c o #
1723115	9038	4	15	27	headorthographic	# w á . b ú . n i j . cy o #
1723116	9038	1	0	28	bold	[wábúniáco, wábúnijcyo]
1723117	9038	1	29	32	italic	vt.
1723118	9038	1	88	111	italic	Úméneba ó wábúniá
1723119	9038	1	111	137	italic	có téhajcú ní̵jcáutu.
1723120	9038	1	208	221	italic	wábuníjcyo.
1723121	9038	1	335	342	italic	Táñaa
1723122	9038	1	342	389	italic	lle néhní íhjyúváiyóné ó wábúnijcyó.
1723123	9038	2	0	0	tab	""
1723124	9038	2	0	0	tab	""
1723125	9038	2	32	32	newline	""
1723126	9038	2	33	33	tab	""
1723127	9038	2	71	71	newline	""
1723128	9038	2	72	72	tab	""
1723129	9038	2	111	111	hyphen	""
1723130	9038	2	111	111	newline	""
1723131	9038	2	111	111	tab	""
1723132	9038	2	153	153	hyphen	""
1723133	9038	2	153	153	newline	""
1723134	9038	2	153	153	tab	""
1723135	9038	2	184	184	newline	""
1723136	9038	2	185	185	tab	""
1723137	9038	2	227	227	hyphen	""
1723138	9038	2	227	227	newline	""
1723139	9038	2	227	227	tab	""
1723140	9038	2	265	265	newline	""
1723141	9038	2	266	266	tab	""
1723142	9038	2	303	303	newline	""
1723143	9038	2	304	304	tab	""
1723144	9038	2	342	342	hyphen	""
1723145	9038	2	342	342	newline	""
1723146	9038	2	342	342	tab	""
1723147	9038	2	389	389	newline	""
1723148	9038	2	390	390	tab	""
1723149	9038	2	424	424	newline	""
1723150	9038	2	425	425	tab	""
1723151	9493	3	1	12	head	wámɨhjúcu
1723152	9493	3	14	22	head	wámɨhco
1723153	9493	3	24	27	pos	vt.
1723154	9493	3	30	62	translation	mover la cabeza de arriba abajo
1723155	9493	3	66	75	translation	cabecear
1723156	9493	3	78	98	translation	golpear con la cabeza
1723157	9493	3	102	146	example-src	Ɨ́í̵cú-múnáajpíi wámɨhjúcú peróótau.
1723158	9493	3	148	190	example-tgt	El jugador golpeó la pelota con la cabeza.
1723159	9493	4	1	12	headorth	w á m ɨ h j ú c u
1723160	9493	4	14	22	headorth	w á m ɨ h c o
1723161	9493	1	0	23	bold	[wámɨhjúcu, wámɨhco]
1723162	9493	1	24	27	italic	vt.
1723163	9493	1	102	146	italic	Ɨí̵cú-múnáajpíi wámɨhjúcú peróótau.
1723164	9493	2	0	0	tab	""
1723165	9493	2	0	0	tab	""
1723166	9493	2	36	36	newline	""
1723167	9493	2	37	37	tab	""
1723168	9493	2	76	76	newline	""
1723169	9493	2	77	77	tab	""
1723170	9493	2	121	121	newline	""
1723171	9493	2	122	122	tab	""
1723172	9493	2	161	161	hyphen	""
1723173	9493	2	161	161	newline	""
1723174	9493	2	161	161	tab	""
1723175	9476	3	0	19	head	wállúrí̵jɨjcáro
1723176	9476	3	22	37	head	wálĺrɨjí̵jco
1723177	9476	3	39	42	pos	abs.
1723178	9476	4	0	19	headorth	w á ll ú r í̵ j ɨ j c á r o
1723179	9476	4	22	37	headorth	w á l l ú r ɨ j í̵ j c o
1723180	9476	1	0	37	bold	wállúrí̵jɨjcáro, wálĺrɨjí̵jco
1723181	9476	1	39	42	italic	abs.
1723182	9476	2	50	50	newline	""
1723183	9476	2	51	51	tab	""
1723184	9499	3	1	12	head	wámooháyo
1723185	9499	3	14	27	head	wámóóhañu
1723186	9499	3	29	32	pos	vt.
1723187	9499	3	35	50	translation	hacer desfilar
1723188	9499	3	52	65	translation	poner en fila
1723189	9499	3	69	109	example-src	Ɨ́í̵tsí̵í̵meke wámooháyoobe juuváyi.
1723190	9499	3	109	152	example-tgt	 El puso a sus hijos en fila en el camino. 
1723191	9499	3	154	162	translation	estirar
1723192	9499	4	1	12	headorth	w á m oo h á y o
1723193	9499	4	14	27	headorth	w á m óó h a n ̃ u
1723194	9499	1	0	28	bold	[wámooháyo, wámóóhañu]
1723195	9499	1	29	32	italic	vt.
1723196	9499	1	69	109	italic	Ɨ́í̵tsí̵í̵meke wámooháyoobe juuváyi.
1723197	9499	2	0	0	tab	""
1723198	9499	2	0	0	tab	""
1723199	9499	2	32	32	newline	""
1723200	9499	2	33	33	tab	""
1723201	9499	2	80	80	hyphen	""
1723202	9499	2	80	80	newline	""
1723203	9499	2	80	80	tab	""
1723204	9499	2	117	117	newline	""
1723205	9499	2	118	118	tab	""
1723206	9499	2	157	157	hyphen	""
1723207	9499	2	157	157	newline	""
1723208	9499	2	157	157	tab	""
1723209	9559	3	1	10	head	wáñejco
1723210	9559	3	12	15	pos	vi.
1723211	9559	3	16	53	translation	gritar ñóooo para animar una fiesta
1723212	9559	3	55	90	example-src	Aatye wáñejcó kijcyó-múnáake.
1723213	9559	3	90	121	example-tgt	 Ellos animan a los bailarines.
1723214	9559	4	1	10	headorthographic	# w á . ñ e j . c o #
1723215	9559	1	0	11	bold	[wáñejco]
1723216	9559	1	12	15	italic	vi.
1723217	9559	1	23	30	italic	ñóooo
1723218	9559	1	55	75	italic	Aatye wáñejcó kij
1723219	9559	1	75	90	italic	cyó-múnáake.
1723220	9559	2	0	0	tab	""
1723221	9559	2	0	0	tab	""
1723222	9559	2	39	39	hyphen	""
1723223	9559	2	39	39	newline	""
1723224	9559	2	39	39	tab	""
1723225	9559	2	75	75	hyphen	""
1723226	9559	2	75	75	newline	""
1723227	9559	2	75	75	tab	""
1723228	9559	2	113	113	hyphen	""
1723229	9559	2	113	113	newline	""
1723230	9559	2	113	113	tab	""
1723231	9597	3	1	9	head	wápɨjco
1723232	9597	3	11	14	pos	vt.
1723233	9597	3	17	24	translation	abonar
1723234	9597	3	26	74	example-src	Paíjyuváré tabájtsó ó wápí̵cohíjcyáhi.
1723235	9597	3	74	102	example-tgt	 Siempre abono mis plantas. 
1723236	9597	3	105	113	translation	embarrar
1723237	9597	3	115	178	example-src	Íñahbévajte wápɨjcó ííñuri; áábeke tsɨɨju tsojtsóhi.
1723238	9597	3	178	234	example-tgt	 Sus amigos lo embarraron y su mamá lo tuvo que bañar.
1723239	9597	4	1	9	headorthographic	# w á . p ɨ j . c o #
1723240	9597	1	0	10	bold	[wápɨjco]
1723241	9597	1	11	14	italic	vt.
1723242	9597	1	26	39	italic	Paíjyuváré
1723243	9597	1	40	74	italic	tabájtsó ó wápí̵cohíjcyáhi.
1723244	9597	1	117	121	italic	ñah
1723245	9597	1	121	166	italic	bévajte wápɨjcó ííñuri; áábeke tsɨɨju
1723246	9597	1	167	178	italic	tsojtsóhi.
1723247	9597	2	0	0	tab	""
1723248	9597	2	0	0	tab	""
1723249	9597	2	39	39	newline	""
1723250	9597	2	40	40	tab	""
1723251	9597	2	82	82	newline	""
1723252	9597	2	83	83	tab	""
1723253	9597	2	121	121	hyphen	""
1723254	9597	2	121	121	newline	""
1723255	9597	2	121	121	tab	""
1723256	9597	2	166	166	newline	""
1723257	9597	2	167	167	tab	""
1723258	9597	2	205	205	newline	""
1723259	9597	2	206	206	tab	""
1723260	228	3	1	8	head	áiivye
1723261	228	3	10	17	head	ááiba
1723262	228	3	19	22	pos	vi.
1723263	228	3	25	34	translation	quemarse
1723264	228	3	36	56	translation	consumirse con fuego
1723265	228	3	58	89	example-src	Táwajcyóhá ímí áiivyéhi.
1723266	228	3	89	116	example-tgt	 Mi chacra se quemó bien. 
1723267	228	3	116	162	example-src	Jááhañe ááibá páneeréjuco tsaíjyúre.
1723268	228	3	163	207	example-tgt	Todas las casas se quemaron al mismo tiempo.
1723269	228	3	217	222	crossreference	ajtye
1723270	228	3	226	252	translation	quemarse superficialmente
1723271	228	3	254	286	example-src	Ájchíwu áiivyé cúújúwari.
1723272	228	3	286	320	example-tgt	 Mi hijo se quemó en la candela. 
1723273	228	3	322	342	translation	(fig.) tener fiebre
1723274	228	3	344	374	example-src	ájchíwu mítyane áiivyéhi.
1723275	228	3	374	402	example-tgt	 Mi hijo tiene mucha fiebre.
1723276	228	4	1	8	headorthographic	# á . ii . vy e #
1723277	228	4	10	17	headorthographic	# áá . i . b a #
1723278	228	1	0	18	bold	[áiivye, ááiba]
1723279	228	1	19	22	italic	vi.
1723280	228	1	58	77	italic	Táwajcyóhá ímí
1723281	228	1	78	89	italic	áiivyéhi.
1723282	228	1	116	162	italic	Jááhañe ááibá páneeréjuco tsaíjyúre.
1723283	228	1	217	222	bold	ajtye
1723284	228	1	254	278	italic	Ájchíwu áiivyé cúú
1723285	228	1	278	286	italic	júwari.
1723286	228	1	344	357	italic	ájchíwu mí
1723287	228	1	357	374	italic	tyane áiivyéhi.
1723288	228	2	0	0	tab	""
1723289	228	2	0	0	tab	""
1723290	228	2	39	39	hyphen	""
1723291	228	2	39	39	newline	""
1723292	228	2	39	39	tab	""
1723293	228	2	77	77	newline	""
1723294	228	2	78	78	tab	""
1723295	228	2	115	115	newline	""
1723296	228	2	116	116	tab	""
1723297	228	2	162	162	newline	""
1723298	228	2	163	163	tab	""
1723299	228	2	197	197	hyphen	""
1723300	228	2	197	197	newline	""
1723301	228	2	197	197	tab	""
1723302	228	2	235	235	newline	""
1723303	228	2	236	236	tab	""
1723304	228	2	278	278	hyphen	""
1723305	228	2	278	278	newline	""
1723306	228	2	278	278	tab	""
1723307	228	2	316	316	hyphen	""
1723308	228	2	316	316	newline	""
1723309	228	2	316	316	tab	""
1723310	228	2	357	357	hyphen	""
1723311	228	2	357	357	newline	""
1723312	228	2	357	357	tab	""
1723313	228	2	394	394	newline	""
1723314	228	2	395	395	tab	""
1723315	9646	3	0	11	head	wátaaháco
1723316	9646	3	13	21	head	watájco
1723317	9646	3	22	26	pos	abs.
1723318	9646	3	29	34	translation	tapa
1723319	9646	3	36	64	translation	cubierta (solo con watájco)
1723320	9646	3	68	77	translation	tapadura
1723321	9646	3	79	89	translation	tapamiento
1723322	9646	3	91	102	translation	cerramiento
1723323	9646	4	0	11	headorthographic	# w á . t aa . h á . c o #
1723324	9646	4	13	21	headorthographic	# w a . t á j . c o #
1723325	9646	1	0	21	bold	wátaaháco, watájco
1723326	9646	1	22	26	italic	abs.
1723327	9646	1	55	63	italic	watájco
1723328	9646	2	44	44	newline	""
1723329	9646	2	45	45	tab	""
1723330	9646	2	83	83	hyphen	""
1723331	9646	2	83	83	newline	""
1723332	9646	2	83	83	tab	""
1723348	645	3	1	18	head	ávyejújkímye̱i
1723349	645	3	20	23	pos	vr.
1723350	645	3	23	33	translation	superarse
1723351	645	3	35	48	translation	engrandecerse
1723352	645	3	50	69	translation	volverse importante
1723353	645	3	72	156	example-src	Ɨ́dátsóhrée néhíjcyaabe tsúúca ávyéjújkímyeí náhjí̵heho imyéénúneri.
1723354	645	3	156	274	example-tgt	 El que era considerado humilde se volvió importante por la bodega que tiene. (sinón. í̵hnahóóve, í̵htsutúúve)
1723355	645	4	1	18	headorth	á vy e j ú j k í my e̱ i
1723356	645	1	0	19	bold	[ávyejújkímye̱i]
1723357	645	1	20	23	italic	vr.
1723358	645	1	73	115	italic	dátsóhrée néhíjcyaabe tsúúca ávyé
1723359	645	1	115	156	italic	jújkímyeí náhjí̵heho imyéénúneri.
1723360	645	1	244	273	bold	í̵hnahóóve, í̵htsutúúve
1723361	645	2	0	0	tab	""
1723362	645	2	0	0	tab	""
1723363	645	2	37	37	hyphen	""
1723364	645	2	37	37	newline	""
1723365	645	2	37	37	tab	""
1723366	645	2	70	70	newline	""
1723367	645	2	71	71	tab	""
1723368	645	2	115	115	hyphen	""
1723369	645	2	115	115	newline	""
1723370	645	2	115	115	tab	""
1723371	645	2	159	159	newline	""
1723372	645	2	160	160	tab	""
1723373	645	2	194	194	hyphen	""
1723374	645	2	194	194	newline	""
1723375	645	2	194	194	tab	""
1723376	645	2	231	231	hyphen	""
1723377	645	2	231	231	newline	""
1723378	645	2	231	231	tab	""
1723379	668	3	1	12	head	ávyetétso
1723380	668	3	14	17	pos	vt.
1723381	668	3	17	25	translation	agravar
1723382	668	3	28	79	example-src	Ɨhtsútáré chéméébeke aíívyé ávyetétsóhi.
1723383	668	3	79	120	example-tgt	 La fiebre agravó el estado del enfermo.
1723384	668	4	1	12	headorth	á vy e t é ts o
1723385	668	1	0	13	bold	[ávyetétso]
1723386	668	1	14	17	italic	vt.
1723387	668	1	28	39	italic	htsútáré
1723388	668	1	40	79	italic	chéméébeke aíívyé ávyetétsóhi.
1723389	668	2	0	0	tab	""
1723390	668	2	0	0	tab	""
1723391	668	2	39	39	newline	""
1723392	668	2	40	40	tab	""
1723393	668	2	82	82	newline	""
1723394	668	2	83	83	tab	""
1723395	1688	3	1	19	head	cátí̵í̵tɨjí̵ro
1723396	1688	3	22	39	head	cátí̵í̵tí̵jɨnu
1723397	1688	3	42	44	pos	vt.
1723398	1688	3	46	52	translation	alinear
1723399	1688	3	55	61	translation	igualar
1723400	1688	3	64	72	translation	emparejar
1723401	1688	3	75	106	translation	poner iguales las puntas de algo
1723402	1688	3	108	156	example-src	Ménɨjí̵ba cátí̵í̵tɨjí̵nú mepícyoíñuki.
1723403	1688	3	156	215	example-tgt	 Iguala las puntas de las fibras de chambira para ponerlas.
1723404	1688	4	1	19	headorth	c á t í̵ í̵ t ɨ j í̵ r o
1723405	1688	4	22	39	headorth	c á t í̵ í̵ t í̵ j ɨ n u
1723406	1688	1	0	19	bold	cátí̵í̵tɨjí̵ro
1723407	1688	1	22	39	bold	cátí̵í̵tí̵jɨnu
1723408	1688	1	41	44	italic	vt.
1723409	1688	1	108	139	italic	Ménɨjí̵ba cátí̵í̵tɨjí̵nú
1723410	1688	1	140	156	italic	mepícyoíñuki.
1723411	1688	2	0	0	tab	""
1723412	1688	2	0	0	tab	""
1723413	1688	2	53	53	newline	""
1723414	1688	2	54	54	tab	""
1723415	1688	2	91	91	newline	""
1723416	1688	2	92	92	tab	""
1723417	1688	2	139	139	newline	""
1723418	1688	2	140	140	tab	""
1723419	1688	2	181	181	newline	""
1723420	1688	2	182	182	tab	""
1723421	1884	3	1	10	head	cáwaavye
1723422	1884	3	12	21	head	cáhwabya
1723423	1884	3	23	26	pos	vt.
1723424	1884	3	27	92	translation	hacer trampa dahpénéého de hojas de palma para aves terrestres
1723425	1884	3	94	133	example-src	Tahdíú cáwaavyé íúmɨhé úníutu.
1723426	1884	3	133	187	example-tgt	 Mi abuelo hizo trampa para aves al lado de su chacra.
1723427	1884	4	1	10	headorthographic	# c á . w aa . vy e #
1723428	1884	4	12	21	headorthographic	# c á h . w a . by a #
1723429	1884	1	0	22	bold	[cáwaavye, cáhwabya]
1723430	1884	1	23	26	italic	vt.
1723431	1884	1	40	53	italic	dahpénéého
1723432	1884	1	94	113	italic	Tahdíú cáwaavyé
1723433	1884	1	114	133	italic	íúmɨhé úníutu.
1723434	1884	2	0	0	tab	""
1723435	1884	2	0	0	tab	""
1723436	1884	2	32	32	newline	""
1723437	1884	2	33	33	tab	""
1723438	1884	2	71	71	newline	""
1723439	1884	2	72	72	tab	""
1723440	1884	2	113	113	newline	""
1723441	1884	2	114	114	tab	""
1723442	1884	2	155	155	newline	""
1723443	1884	2	156	156	tab	""
1723455	2058	3	0	13	head	cówáhomája
1723456	2058	3	14	70	translation	fibra del árbol áácuhe que sirve para hacer antorchas
1723457	2058	4	0	13	headorthographic	# c ó . w á . h o . m á . j a #
1723458	2058	1	0	13	bold	cówáhomája
1723459	2058	1	31	39	italic	áácuhe
